date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:02:33	18537/18537	---M--	200	added ('OK')	image/png	etag:%2255784c62-4869%22	http://currenswatch.com/files/curren_watch_1/img/pr1.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/pr1.png	(from http://currenswatch.com/)
02:02:33	18154/18154	---M--	200	added ('OK')	image/png	etag:%2255784c3c-46ea%22	http://currenswatch.com/files/curren_watch_1/img/pr2.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/pr2.png	(from http://currenswatch.com/)
02:02:33	17913/17913	---M--	200	added ('OK')	image/png	etag:%2255784c62-45f9%22	http://currenswatch.com/files/curren_watch_1/img/pr3.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/pr3.png	(from http://currenswatch.com/)
02:02:35	11384/11384	---M--	200	added ('OK')	image/jpeg	etag:%2255784c3c-2c78%22	http://currenswatch.com/files/curren_watch_1/img/9c9cbcd3cdb892d9d29e4a14bde9b6cd-200x200.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/9c9cbcd3cdb892d9d29e4a14bde9b6cd-200x200.jpg	(from http://currenswatch.com/)
02:02:37	10146/10146	---M--	200	added ('OK')	image/jpeg	etag:%2255784c3c-27a2%22	http://currenswatch.com/files/curren_watch_1/img/71a78e1bca0b2d1d8a2410a44c3ee4ef-200x200.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/71a78e1bca0b2d1d8a2410a44c3ee4ef-200x200.jpg	(from http://currenswatch.com/)
02:02:45	50415/50415	---M--	200	added ('OK')	image/jpeg	etag:%2255784c62-c4ef%22	http://currenswatch.com/files/curren_watch_1/img/2.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/2.jpg	(from http://currenswatch.com/)
02:02:47	10388/10388	---M--	200	added ('OK')	image/jpeg	etag:%2255784c3c-2894%22	http://currenswatch.com/files/curren_watch_1/img/140b4c4ffb725c2c95fdfd313129d476-200x200.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/140b4c4ffb725c2c95fdfd313129d476-200x200.jpg	(from http://currenswatch.com/)
02:02:54	41022/41022	---M--	200	added ('OK')	image/jpeg	etag:%2255784c62-a03e%22	http://currenswatch.com/files/curren_watch_1/img/3.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/3.jpg	(from http://currenswatch.com/)
02:02:56	9883/9883	---M--	200	added ('OK')	image/jpeg	etag:%2255784c3c-269b%22	http://currenswatch.com/files/curren_watch_1/img/9408bc9879b0c4db7c152f5d45da2168-200x200.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/9408bc9879b0c4db7c152f5d45da2168-200x200.jpg	(from http://currenswatch.com/)
02:03:03	44552/44552	---M--	200	added ('OK')	image/jpeg	etag:%2255784c3c-ae08%22	http://currenswatch.com/files/curren_watch_1/img/4.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/4.jpg	(from http://currenswatch.com/)
02:03:05	11021/11021	---M--	200	added ('OK')	image/jpeg	etag:%2255784c62-2b0d%22	http://currenswatch.com/files/curren_watch_1/img/a1601bf7dc429d247906cc54379b0aac-200x200.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/a1601bf7dc429d247906cc54379b0aac-200x200.jpg	(from http://currenswatch.com/)
02:03:06	206297/206297	---M--	200	added ('OK')	image/jpeg	etag:%2255784c62-325d9%22	http://currenswatch.com/files/curren_watch_1/img/1.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/1.jpg	(from http://currenswatch.com/)
02:03:07	229122/229122	---M--	200	added ('OK')	image/png	etag:%2255784c62-37f02%22	http://currenswatch.com/files/curren_watch_1/img/11.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/11.png	(from http://currenswatch.com/)
02:03:08	8619/8619	---M--	200	added ('OK')	image/jpeg	etag:%2255784c3c-21ab%22	http://currenswatch.com/files/curren_watch_1/img/c86239680a67663281d4f4cc0f9caaca-200x200.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/c86239680a67663281d4f4cc0f9caaca-200x200.jpg	(from http://currenswatch.com/)
02:03:11	15406/15406	---M--	200	added ('OK')	image/jpeg	etag:%2255784c3c-3c2e%22	http://currenswatch.com/files/curren_watch_1/img/d020cb6c33caf7f106cc3648fc1e6358-200x200.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/d020cb6c33caf7f106cc3648fc1e6358-200x200.jpg	(from http://currenswatch.com/)
02:03:13	37150/37150	---M--	200	added ('OK')	image/jpeg	etag:%2255784c3c-911e%22	http://currenswatch.com/files/curren_watch_1/img/6.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/6.jpg	(from http://currenswatch.com/)
02:03:13	256195/256195	---M--	200	added ('OK')	image/png	etag:%2255784c62-3e8c3%22	http://currenswatch.com/files/curren_watch_1/img/cch1.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/cch1.png	(from http://currenswatch.com/)
02:03:15	11340/11340	---M--	200	added ('OK')	image/jpeg	etag:%2255784c3c-2c4c%22	http://currenswatch.com/files/curren_watch_1/img/e1878756bfd95c0b556d0987efa6487a-200x200.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/e1878756bfd95c0b556d0987efa6487a-200x200.jpg	(from http://currenswatch.com/)
02:03:15	63042/63042	---M--	200	added ('OK')	image/jpeg	etag:%2255784c3c-f642%22	http://currenswatch.com/files/curren_watch_1/img/5.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/5.jpg	(from http://currenswatch.com/)
02:03:16	6081/6081	---M--	200	added ('OK')	image/png	etag:%2255784c3c-17c1%22	http://currenswatch.com/files/curren_watch_1/img/ico1p.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/ico1p.png	(from http://currenswatch.com/)
02:03:16	6000/6000	---M--	200	added ('OK')	image/png	etag:%2255784c3c-1770%22	http://currenswatch.com/files/curren_watch_1/img/ico2p.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/ico2p.png	(from http://currenswatch.com/)
02:03:17	5665/5665	---M--	200	added ('OK')	image/png	etag:%2255784c62-1621%22	http://currenswatch.com/files/curren_watch_1/img/ico3p.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/ico3p.png	(from http://currenswatch.com/)
02:03:17	5246/5246	---M--	200	added ('OK')	image/png	etag:%2255784c62-147e%22	http://currenswatch.com/files/curren_watch_1/img/ico4p.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/ico4p.png	(from http://currenswatch.com/)
02:03:18	5098/5098	---M--	200	added ('OK')	image/png	etag:%2255784c3c-13ea%22	http://currenswatch.com/files/curren_watch_1/img/ico5p.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/ico5p.png	(from http://currenswatch.com/)
02:03:18	5547/5547	---M--	200	added ('OK')	image/png	etag:%2255784c62-15ab%22	http://currenswatch.com/files/curren_watch_1/img/ico6p.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/ico6p.png	(from http://currenswatch.com/)
02:03:19	3409/3409	---M--	200	added ('OK')	image/png	etag:%2255784c62-d51%22	http://currenswatch.com/files/curren_watch_1/img/kmr1.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/kmr1.png	(from http://currenswatch.com/)
02:03:19	5197/5197	---M--	200	added ('OK')	image/png	etag:%2255784c3c-144d%22	http://currenswatch.com/files/curren_watch_1/img/kmr2.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/kmr2.png	(from http://currenswatch.com/)
02:03:20	4552/4552	---M--	200	added ('OK')	image/png	etag:%2255784c3c-11c8%22	http://currenswatch.com/files/curren_watch_1/img/kmr3.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/kmr3.png	(from http://currenswatch.com/)
02:03:20	4932/4932	---M--	200	added ('OK')	image/png	etag:%2255784c3c-1344%22	http://currenswatch.com/files/curren_watch_1/img/kmr4.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/kmr4.png	(from http://currenswatch.com/)
02:03:22	60153/60153	---M--	200	added ('OK')	image/jpeg	etag:%2255784c3c-eaf9%22	http://currenswatch.com/files/curren_watch_1/img/8.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/8.jpg	(from http://currenswatch.com/)
02:03:27	24817/24817	---M--	200	added ('OK')	image/jpeg	etag:%2255784c62-60f1%22	http://currenswatch.com/files/curren_watch_1/img/Ddxhbf6GJjk.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/Ddxhbf6GJjk.jpg	(from http://currenswatch.com/)
02:03:28	50234/50234	---M--	200	added ('OK')	image/jpeg	etag:%2255784c62-c43a%22	http://currenswatch.com/files/curren_watch_1/img/a_0c811011.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/a_0c811011.jpg	(from http://currenswatch.com/)
02:03:32	28926/28926	---M--	200	added ('OK')	image/jpeg	etag:%2255784c62-70fe%22	http://currenswatch.com/files/curren_watch_1/img/Mm0ltJvOXkI.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/Mm0ltJvOXkI.jpg	(from http://currenswatch.com/)
02:03:33	145108/145108	---M--	200	added ('OK')	image/jpeg	etag:%2255784c3c-236d4%22	http://currenswatch.com/files/curren_watch_1/img/7.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/7.jpg	(from http://currenswatch.com/)
02:03:36	46524/46524	---M--	200	added ('OK')	image/jpeg	etag:%2255784c3c-b5bc%22	http://currenswatch.com/files/curren_watch_1/img/VraLPQC0PLc.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/VraLPQC0PLc.jpg	(from http://currenswatch.com/)
02:03:37	5091/5091	---M--	200	added ('OK')	image/png	etag:%2255784c62-13e3%22	http://currenswatch.com/files/curren_watch_1/img/garan1.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/garan1.png	(from http://currenswatch.com/)
02:03:38	4786/4786	---M--	200	added ('OK')	image/png	etag:%2255784c62-12b2%22	http://currenswatch.com/files/curren_watch_1/img/garan2.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/garan2.png	(from http://currenswatch.com/)
02:03:38	33551/33551	---M--	200	added ('OK')	image/jpeg	etag:%2255784c62-830f%22	http://currenswatch.com/files/curren_watch_1/img/y6Im3RH6gNw.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/y6Im3RH6gNw.jpg	(from http://currenswatch.com/)
02:03:39	3933/3933	---M--	200	added ('OK')	image/png	etag:%2255784c62-f5d%22	http://currenswatch.com/files/curren_watch_1/img/garan3.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/garan3.png	(from http://currenswatch.com/)
02:03:39	1628/1628	---M--	200	added ('OK')	image/jpeg	etag:%2255e825c4-65c%22	http://currenswatch.com/files/_blocks/copyright/img/logo.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/_blocks/copyright/img/logo.jpg	(from http://currenswatch.com/)
02:03:39	5910/5910	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Feb%202016%2023:03:40%20GMT	http://currenswatch.com/privacypolicy	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/privacypolicy.html	(from http://currenswatch.com/)
02:03:40	6144/6144	---MC-	200	added ('OK')	application/x-javascript	date:Mon,%2022%20Feb%202016%2023:03:40%20GMT	http://a.marketgid.com/mgsensor.js?d=	C:/Users/Vnl/Desktop/11q/11/a.marketgid.com/mgsensor2b1d.js	(from http://currenswatch.com/)
02:03:40	6142/6142	---MC-	200	added ('OK')	application/x-javascript	date:Mon,%2022%20Feb%202016%2023:03:40%20GMT	http://a.tovarro.com/mgsensor.js?d=	C:/Users/Vnl/Desktop/11q/11/a.tovarro.com/mgsensor2b1d.js	(from http://currenswatch.com/)
02:03:42	68889/68889	---M--	200	added ('OK')	image/jpeg	etag:%2255784c3c-10d19%22	http://currenswatch.com/files/curren_watch_1/img/xgeXCltxyEA.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/xgeXCltxyEA.jpg	(from http://currenswatch.com/)
02:03:45	26299/26299	---MC-	200	added ('OK')	text/javascript	date:Thu,%2004%20Feb%202016%2000:31:28%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/Vnl/Desktop/11q/11/www.google-analytics.com/analytics.js	(from http://currenswatch.com/)
02:04:03	275413/275413	---M--	200	added ('OK')	image/jpeg	etag:%2255784c62-433d5%22	http://currenswatch.com/files/curren_watch_1/img/codkQz0DazI.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/codkQz0DazI.jpg	(from http://currenswatch.com/)
02:04:12	184956/184956	---M--	200	added ('OK')	application/octet-stream	etag:%2255784c3c-2d27c%22	http://currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Regular.woff	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Regular.woff	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:04:18	613300/613300	---M--	200	added ('OK')	image/svg+xml	etag:%2255784c3c-95bb4%22	http://currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Regular.svg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Regular.svg	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:04:41	379568/379568	---MCZ	200	added ('OK')	text/plain	etag:%2255784c62-5cab0%22	http://currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Regular.ttf	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Regular.ttf	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:04:44	379834/379834	---M--	200	added ('OK')	application/octet-stream	etag:%2255784c3c-5cbba%22	http://currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Regular.eot	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Regular.eot	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:04:49	379834/379834	---M--	200	added ('OK')	application/octet-stream	etag:%2255784c62-5cbba%22	http://currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Regular.eot?	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Regulard41d.eot	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:05:11	191340/191340	---M--	200	added ('OK')	application/octet-stream	etag:%2255784c3c-2eb6c%22	http://currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Bold.woff	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Bold.woff	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:05:16	624970/624970	---M--	200	added ('OK')	image/svg+xml	etag:%2255784c3c-9894a%22	http://currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Bold.svg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Bold.svg	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:05:22	382724/382724	---M--	200	added ('OK')	application/octet-stream	etag:%2255784c62-5d704%22	http://currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Bold.eot	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Bold.eot	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:05:26	382476/382476	---MCZ	200	added ('OK')	text/plain	etag:%2255784c62-5d60c%22	http://currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Bold.ttf	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Bold.ttf	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:05:47	382724/382724	---M--	200	added ('OK')	application/octet-stream	etag:%2255784c3c-5d704%22	http://currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Bold.eot?	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Boldd41d.eot	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:05:54	188424/188424	---MCZ	200	added ('OK')	text/plain	etag:%2255784c62-2e008%22	http://currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Thin.woff	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Thin.woff	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:06:02	609861/609861	---M--	200	added ('OK')	image/svg+xml	etag:%2255784c62-94e45%22	http://currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Thin.svg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Thin.svg	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:06:20	113915/113915	---M--	200	added ('OK')	image/png	etag:%2255784c3c-1bcfb%22	http://currenswatch.com/files/curren_watch_1/img/bonus_rem.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/bonus_rem.png	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:06:23	388630/388630	---M--	200	added ('OK')	application/octet-stream	etag:%2255784c3c-5ee16%22	http://currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Thin.eot	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Thin.eot	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:06:28	43370/43370	---M--	200	added ('OK')	image/png	etag:%2255784c62-a96a%22	http://currenswatch.com/files/curren_watch_1/img/bonus_pb.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/bonus_pb.png	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:06:28	3395/3395	---M--	200	added ('OK')	image/jpeg	etag:%2255784c3c-d43%22	http://currenswatch.com/files/curren_watch_1/img/haender0.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/haender0.jpg	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:06:30	41602/41602	---M--	200	added ('OK')	image/png	etag:%2255784c62-a282%22	http://currenswatch.com/files/curren_watch_1/img/bonus_knife_kred.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/bonus_knife_kred.png	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:06:32	388630/388630	---M--	200	added ('OK')	application/octet-stream	etag:%2255784c3c-5ee16%22	http://currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Thin.eot?	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/fonts/PFHandbookPro-Thind41d.eot	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:06:33	18055/18055	---M--	200	added ('OK')	image/jpeg	etag:%2255784c62-4687%22	http://currenswatch.com/files/curren_watch_1/img/img_f1.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/img_f1.jpg	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:06:33	4465/4465	---M--	200	added ('OK')	image/png	etag:%2255784c62-1171%22	http://currenswatch.com/files/curren_watch_1/img/url_order.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/url_order.png	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:06:36	16984/16984	---M--	200	added ('OK')	image/jpeg	etag:%2255784c3c-4258%22	http://currenswatch.com/files/curren_watch_1/img/img_f3.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/img_f3.jpg	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:06:37	22114/22114	---M--	200	added ('OK')	image/jpeg	etag:%2255784c3c-5662%22	http://currenswatch.com/files/curren_watch_1/img/img_f2.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/img_f2.jpg	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:06:37	4787/4787	---M--	200	added ('OK')	image/png	etag:%2255784c3c-12b3%22	http://currenswatch.com/files/curren_watch_1/img/url_order1.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/url_order1.png	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:06:39	15999/15999	---M--	200	added ('OK')	image/jpeg	etag:%2255784c62-3e7f%22	http://currenswatch.com/files/curren_watch_1/img/img_f4.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/img_f4.jpg	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:06:40	5347/5347	---M--	200	added ('OK')	image/png	etag:%2255784c62-14e3%22	http://currenswatch.com/files/curren_watch_1/img/blok_order.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/blok_order.png	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:06:41	4924/4924	---M--	200	added ('OK')	image/png	etag:%2255784c3c-133c%22	http://currenswatch.com/files/curren_watch_1/img/url_order2.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/url_order2.png	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:06:42	573/573	---M--	200	added ('OK')	image/png	etag:%2255784c62-23d%22	http://currenswatch.com/files/curren_watch_1/img/taimer.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/taimer.png	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:06:42	180/180	---M--	200	added ('OK')	image/png	etag:%2255784c62-b4%22	http://currenswatch.com/files/curren_watch_1/img/pl3.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/pl3.png	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:06:42	89438/89438	---M--	200	added ('OK')	image/jpeg	etag:%2255784c62-15d5e%22	http://currenswatch.com/files/curren_watch_1/img/header.jpg	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/header.jpg	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:06:42	290/290	---M--	200	added ('OK')	image/png	etag:%2255784c62-122%22	http://currenswatch.com/files/curren_watch_1/img/oziv.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/oziv.png	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
02:06:43	183/183	---M--	200	added ('OK')	image/png	etag:%2255784c3c-b7%22	http://currenswatch.com/files/curren_watch_1/img/pl4.png	C:/Users/Vnl/Desktop/11q/11/currenswatch.com/files/curren_watch_1/img/pl4.png	(from http://currenswatch.com/files/curren_watch_1/css/style.css)
