date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:22:23	89108/89108	---MCZ	200	added ('OK')	text/plain	etag:%2255154681-15c14%22	http://currenswatch.com/files/_default/success/RU/fonts/appetite.woff	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/success/RU/fonts/appetite.woff	(from http://currenswatch.com/files/_default/success/RU/css/style.min.css?1)
02:22:27	372598/372598	---M--	200	added ('OK')	image/svg+xml	etag:%2255154686-5af76%22	http://currenswatch.com/files/_default/success/RU/fonts/appetite.svg	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/success/RU/fonts/appetite.svg	(from http://currenswatch.com/files/_default/success/RU/css/style.min.css?1)
02:22:35	163532/163532	---M--	200	added ('OK')	application/octet-stream	etag:%2255154686-27ecc%22	http://currenswatch.com/files/_default/success/RU/fonts/appetite.eot	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/success/RU/fonts/appetite.eot	(from http://currenswatch.com/files/_default/success/RU/css/style.min.css?1)
02:22:35	163532/163532	---M--	200	added ('OK')	application/octet-stream	etag:%2255154686-27ecc%22	http://currenswatch.com/files/_default/success/RU/fonts/appetite.eot?	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/success/RU/fonts/appetited41d.eot	(from http://currenswatch.com/files/_default/success/RU/css/style.min.css?1)
02:22:37	163376/163376	---M--	200	added ('OK')	application/octet-stream	etag:%2255154686-27e30%22	http://currenswatch.com/files/_default/success/RU/fonts/appetite.ttf	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/success/RU/fonts/appetite.ttf	(from http://currenswatch.com/files/_default/success/RU/css/style.min.css?1)
02:22:38	64634/64634	---M--	200	added ('OK')	application/octet-stream	etag:%2255154686-fc7a%22	http://currenswatch.com/files/_default/success/RU/fonts/OfficinaSansBookC.eot	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/success/RU/fonts/OfficinaSansBookC.eot	(from http://currenswatch.com/files/_default/success/RU/css/style.min.css?1)
02:22:40	191039/191039	---M--	200	added ('OK')	image/svg+xml	etag:%2255154686-2ea3f%22	http://currenswatch.com/files/_default/success/RU/fonts/OfficinaSansBookC.svg	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/success/RU/fonts/OfficinaSansBookC.svg	(from http://currenswatch.com/files/_default/success/RU/css/style.min.css?1)
02:22:44	37580/37580	---MCZ	200	added ('OK')	text/plain	etag:%2255154681-92cc%22	http://currenswatch.com/files/_default/success/RU/fonts/OfficinaSansBookC.woff	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/success/RU/fonts/OfficinaSansBookC.woff	(from http://currenswatch.com/files/_default/success/RU/css/style.min.css?1)
02:22:46	64372/64372	---MCZ	200	added ('OK')	text/plain	etag:%2255154681-fb74%22	http://currenswatch.com/files/_default/success/RU/fonts/OfficinaSansBookC.ttf	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/success/RU/fonts/OfficinaSansBookC.ttf	(from http://currenswatch.com/files/_default/success/RU/css/style.min.css?1)
02:22:47	64634/64634	---M--	200	added ('OK')	application/octet-stream	etag:%2255154686-fc7a%22	http://currenswatch.com/files/_default/success/RU/fonts/OfficinaSansBookC.eot?	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/success/RU/fonts/OfficinaSansBookCd41d.eot	(from http://currenswatch.com/files/_default/success/RU/css/style.min.css?1)
02:22:50	38680/38680	---M--	200	added ('OK')	application/octet-stream	etag:%2255154686-9718%22	http://currenswatch.com/files/_default/success/RU/fonts/OfficinaSansMediumC.woff	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/success/RU/fonts/OfficinaSansMediumC.woff	(from http://currenswatch.com/files/_default/success/RU/css/style.min.css?1)
02:22:51	63766/63766	---M--	200	added ('OK')	application/octet-stream	etag:%2255154681-f916%22	http://currenswatch.com/files/_default/success/RU/fonts/OfficinaSansMediumC.eot	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/success/RU/fonts/OfficinaSansMediumC.eot	(from http://currenswatch.com/files/_default/success/RU/css/style.min.css?1)
02:22:52	63496/63496	---MCZ	200	added ('OK')	text/plain	etag:%2255154681-f808%22	http://currenswatch.com/files/_default/success/RU/fonts/OfficinaSansMediumC.ttf	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/success/RU/fonts/OfficinaSansMediumC.ttf	(from http://currenswatch.com/files/_default/success/RU/css/style.min.css?1)
02:22:54	175323/175323	---M--	200	added ('OK')	image/svg+xml	etag:%2255154686-2acdb%22	http://currenswatch.com/files/_default/success/RU/fonts/OfficinaSansMediumC.svg	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/success/RU/fonts/OfficinaSansMediumC.svg	(from http://currenswatch.com/files/_default/success/RU/css/style.min.css?1)
02:22:55	513/513	---M--	200	added ('OK')	image/jpeg	etag:%2255154681-201%22	http://currenswatch.com/files/_default/success/RU/img/success_bg_line.jpg	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/success/RU/img/success_bg_line.jpg	(from http://currenswatch.com/files/_default/success/RU/css/style.min.css?1)
02:22:56	63766/63766	---M--	200	added ('OK')	application/octet-stream	etag:%2255154681-f916%22	http://currenswatch.com/files/_default/success/RU/fonts/OfficinaSansMediumC.eot?	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/success/RU/fonts/OfficinaSansMediumCd41d.eot	(from http://currenswatch.com/files/_default/success/RU/css/style.min.css?1)
02:22:57	630/630	---MCZ	200	added ('OK')	text/css	etag:%2255b9d09e-276%22	http://currenswatch.com/files/_default/moreinfo/RU/css/style.css	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/moreinfo/RU/css/style.css	(from http://currenswatch.com/moreinfo?order_id=9fe3e66c73-0cf98a9130-7295d5eb1f-a18142cf8d)
02:22:57	630/630	---MCZ	200	added ('OK')	text/css	etag:%2255b8b5e8-276%22	http://currenswatch.com/files/_default/privacypolicy/RU/css/style.css	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/privacypolicy/RU/css/style.css	(from http://currenswatch.com/privacypolicy)
02:23:02	57010/57010	---M--	200	added ('OK')	image/png	etag:%2255154681-deb2%22	http://currenswatch.com/files/_default/success/RU/img/gift.png	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/success/RU/img/gift.png	(from http://currenswatch.com/files/_default/success/RU/css/style.min.css?1)
02:23:03	62719/62719	---M--	200	added ('OK')	image/png	etag:%2255154686-f4ff%22	http://currenswatch.com/files/_default/success/RU/img/sprite_element.png	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/success/RU/img/sprite_element.png	(from http://currenswatch.com/files/_default/success/RU/css/style.min.css?1)
02:23:04	85546/85546	---M--	200	added ('OK')	image/jpeg	etag:%2255154681-14e2a%22	http://currenswatch.com/files/_default/success/RU/img/bg.jpg	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/success/RU/img/bg.jpg	(from http://currenswatch.com/files/_default/success/RU/css/style.min.css?1)
02:23:04	7039/7039	---M--	200	added ('OK')	image/png	etag:%2255154ee5-1b7f%22	http://currenswatch.com/files/_default/moreinfo/RU/img/bg.png	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/moreinfo/RU/img/bg.png	(from http://currenswatch.com/files/_default/moreinfo/RU/css/style.css)
02:23:05	7039/7039	---M--	200	added ('OK')	image/png	etag:%2255154eed-1b7f%22	http://currenswatch.com/files/_default/privacypolicy/RU/img/bg.png	C:/Users/Vnl/Desktop/11q%2022/23/currenswatch.com/files/_default/privacypolicy/RU/img/bg.png	(from http://currenswatch.com/files/_default/privacypolicy/RU/css/style.css)
